# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment,field2,part (m/s),datatypes/templates,divider/values,unit,comment,field3,part (m/s),datatypes/templates,divider/values,unit,comment
#,,CTLV2, sensoCOMFORT VRC 720/2 (SW 0514),,,,,,,,,,
# ##### General #####,,,,,,,,,,,,,
w,,z1HTimer.Wednesday,timer heating wednesday,,,,02,,,wTimeSlotWithTemp,,,
w,,z1HTimer.Thursday,timer heating thursday,,,,03,,,wTimeSlotWithTemp,,,
w,,z1HTimer.Friday,timer heating friday,,,,04,,,wTimeSlotWithTemp,,,
w,,z1HTimer.Saturday,timer heating saturday,,,,05,,,wTimeSlotWithTemp,,,
w,,z1HTimer.Sunday,timer heating sunday,,,,06,,,wTimeSlotWithTemp,,,
# Cooling timers zone 1,,,,,,,,,,,,,
*r,,,,,,B555,a50001,,,,,,
*w,,,,,,B555,a60001,,,,,,
r,,z1CTimer.Config,timer cooling Configuration(static atm? describes featue set?),,,B555,a30001,,,HEX:9,,,Configuration
r,,z1CTimer.Timeframes,Configured slot count,,,B555,a40001,,,slotCountWeek,,,Amount of configured slots per weekday
r,,z1CTimer.Monday0,timer cooling monday 1,,,,0000,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Monday1,timer cooling monday 2,,,,0001,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Monday2,timer cooling monday 3,,,,0002,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Tuesday0,timer cooling tuesday 1,,,,0100,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Tuesday1,timer cooling tuesday 2,,,,0101,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Tuesday2,timer cooling tuesday 3,,,,0102,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Wednesday0,timer cooling wednesday 1,,,,0200,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Wednesday1,timer cooling wednesday 2,,,,0201,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Wednesday2,timer cooling wednesday 3,,,,0202,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Thursday0,timer cooling thursday 1,,,,0300,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Thursday1,timer cooling thursday 2,,,,0301,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Thursday2,timer cooling thursday 3,,,,0302,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Friday0,timer cooling friday 1,,,,0400,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Friday1,timer cooling friday 2,,,,0401,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Friday2,timer cooling friday 3,,,,0402,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Saturday0,timer cooling saturday 1,,,,0500,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Saturday1,timer cooling saturday 2,,,,0501,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Saturday2,timer cooling saturday 3,,,,0502,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Sunday0,timer cooling sunday 1,,,,0600,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Sunday1,timer cooling sunday 2,,,,0601,,,rTimeSlotWithTemp,,,
r,,z1CTimer.Sunday2,timer cooling sunday 3,,,,0602,,,rTimeSlotWithTemp,,,
w,,z1CTimer.Monday,timer cooling monday,,,,00,,,wTimeSlotWithoutTemp,,,
w,,z1CTimer.Tuesday,timer cooling tuesday,,,,01,,,wTimeSlotWithoutTemp,,,
w,,z1CTimer.Wednesday,timer cooling wednesday,,,,02,,,wTimeSlotWithoutTemp,,,
w,,z1CTimer.Thursday,timer cooling thursday,,,,03,,,wTimeSlotWithoutTemp,,,
w,,z1CTimer.Friday,timer cooling friday,,,,04,,,wTimeSlotWithoutTemp,,,
w,,z1CTimer.Saturday,timer cooling saturday,,,,05,,,wTimeSlotWithoutTemp,,,
w,,z1CTimer.Sunday,timer cooling sunday,,,,06,,,wTimeSlotWithoutTemp,,,
# broadcast,,,,,,,,,,,,,
*r,broadcast,,,,,,,,,IGN:1,,,
*b,broadcast,,,,FE,,,,,IGN:1,,,
*w,broadcast,,,,FE,,,,,,,,
#b,,NoiseReduction,noise reduction state,,,b508,,onoff,,onoff,,,
# includes,,,,,,,,,,,,,
!include,errors.inc,,,,,,,,,,,,
